"","Tier","Tissue Translocation (Default)","Tissue Translocation (lower)","Tissue Translocation (upper)","Food Dilution (Default)","Food Dilution (lower)","Food Dilution (upper)"
"1","Tier1",69.1251981540382,45.1157968378763,236.973993287945,0.264259339028515,0.0379824635578604,0.0471472993764843
"2","Tier2",310.26251205052,198.305103702506,1138.14357439383,2.56169301705043,0.479042631224294,0.575857266473039
"3","Tier3",882.444266552865,553.111265207124,3412.38382584967,5.01474338184466,0.894768701011579,1.0840616231687
"4","Tier4",4060.79880549619,2554.70275634522,15599.2854174763,34.1669404388931,7.15040168713551,8.49432850689611
